entry,bandgap_energy_ev,dataset,formation_energy_ev_natom,id,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,spacegroup
2296,2.0726,train,0.0438,2297,90,103.7938,90.0001,24.7835,6.151,5.8836,80,0.125,0.8438,0.0312,12
2297,3.1384,train,0.2003,2298,89.9901,90.0106,120.0015,5.0243,5.024,13.5733,30,0.6667,0.0833,0.25,167
2298,2.5938,train,0.2558,2299,89.9993,104.6228,90.0002,12.0381,3.0478,5.9801,20,0.75,0,0.25,12
2299,1.5739,train,0.1343,2300,90,105.0163,90.0001,24.5381,6.3603,6.3066,80,0.25,0.2812,0.4688,12
2300,1.4672,train,0.1982,2301,90,104.8473,90.0001,24.5871,6.3342,6.2488,80,0.2188,0.375,0.4062,12
2301,1.3388,train,0.0195,2302,90.0003,105.0105,90,24.7897,6.4489,6.3896,80,0,0.5,0.5,12
2302,1.4012,train,0.0054,2303,90.0002,104.7733,90.0001,24.8145,6.3964,6.2933,80,0,0.5938,0.4062,12
2303,2.7135,train,0.2218,2304,90.0166,90.0022,119.9995,6.2822,6.282,23.8196,80,0.5312,0.375,0.0938,194
2304,0.3717,train,0.2705,2305,90.0139,89.9885,119.9858,6.9632,6.9626,25.0975,80,0.0625,0.125,0.8125,194
2305,1.3779,train,0.2398,2306,90.0021,89.9992,90.0004,10.7423,9.1616,9.7886,80,0.3438,0.0625,0.5938,33
2306,2.1536,train,0.2286,2307,89.9954,90.0049,120.0009,5.15,5.1496,13.8331,30,0.3333,0.3333,0.3333,167
2307,1.1181,train,0.2417,2308,90.0009,89.9982,90.0003,5.4597,9.3026,9.9277,40,0.1875,0.125,0.6875,33
2308,1.1579,train,0.0816,2309,90.0005,90.0007,89.9993,10.1271,10.127,10.1273,80,0.125,0,0.875,206
2309,2.3821,train,0.2098,2310,90.0041,90.0009,90.0007,5.1841,8.8659,9.4956,40,0.625,0,0.375,33
2310,3.5813,train,0.1249,2311,89.9886,90.0123,120.0016,4.9604,4.9602,13.4383,30,0.75,0.0833,0.1667,167
2311,4.2386,train,0.1206,2312,89.9868,90.0141,120.0017,4.8966,4.8964,13.3033,30,0.8333,0.0833,0.0833,167
2312,3.0275,train,0.1033,2313,90.0049,90.0047,89.995,9.2466,9.2463,9.246,80,0.375,0.625,0,206
2313,0.9466,train,0.0219,2314,90.0007,90.0006,89.999,10.2349,10.2349,10.2352,80,0,0.0625,0.9375,206
2314,4.1787,train,0.0557,2315,89.9894,90.0117,120.0012,4.8947,4.8944,13.293,30,0.6667,0.3333,0,167
2315,0.8764,train,0.3707,2316,90.0185,90.0073,119.9903,6.7243,6.7238,24.6206,80,0.375,0,0.625,194
2316,1.0802,train,0.0626,2317,90.0005,90.0006,89.9993,10.1679,10.1679,10.1682,80,0.0938,0,0.9062,206
2317,2.0003,train,0.1429,2318,90.0048,90.0043,89.9944,9.4898,9.4897,9.4894,80,0.125,0.7188,0.1562,206
2318,1.4376,train,0.2844,2319,89.998,89.9981,120.0008,6.041,6.0411,14.8633,40,0.3125,0.375,0.3125,227
2319,3.0147,train,0.1035,2320,90.0049,90.0047,89.995,9.2466,9.2463,9.246,80,0.375,0.625,0,206
2320,1.2984,train,0.357,2321,90.0153,90.0031,120.0022,6.0265,6.0258,14.2248,40,0.5,0.1875,0.3125,227
2321,1.4398,train,0.342,2322,90.0148,90.0085,119.9936,6.5428,6.5424,24.292,80,0.4375,0.1562,0.4062,194
2322,2.8139,train,0.0727,2323,89.9979,90.0034,120.0001,5.0185,5.018,13.5425,30,0.1667,0.8333,0,167
2323,0.2573,train,0.381,2324,90.0151,86.1433,119.9776,6.3558,6.3487,15.6054,40,0,0.3125,0.6875,227
2324,2.2819,train,0.2011,2325,90.0029,90.0032,89.9971,9.442,9.4417,9.4417,80,0.4375,0.3125,0.25,206
2325,1.2707,train,0.2503,2326,90.0131,90.002,119.9974,6.3282,6.3281,23.944,80,0.3125,0.625,0.0625,194
2326,1.1214,train,0.3753,2327,90.0163,90.0096,119.9924,6.6122,6.6118,24.4127,80,0.4375,0.0625,0.5,194
2327,4.2214,train,0.0892,2328,89.9868,90.0141,120.0017,4.8966,4.8964,13.3033,30,0.8333,0.0833,0.0833,167
2328,1.9283,train,0.1429,2329,89.9998,104.7501,90.0001,24.4087,6.2459,6.1464,80,0.4062,0.25,0.3438,12
2329,0.5146,train,0.3524,2330,89.9985,89.991,119.9911,6.5058,6.5058,15.6882,40,0,0.125,0.875,227
2330,1.2299,train,0.2706,2331,90.0079,90.0032,119.9921,6.5662,6.5659,24.3762,80,0.2188,0.4375,0.3438,194
2331,1.1728,train,0.2806,2332,90.001,89.9987,90.0003,10.8354,9.2377,9.8628,80,0.2188,0.1562,0.625,33
2332,0.4969,train,0.3763,2333,84.3355,83.4255,30.9387,10.7756,6.2196,14.8766,40,0.0625,0.3125,0.625,227
2333,3.3918,train,0.114,2334,90.0043,90.0045,89.9961,9.1811,9.1807,9.1806,80,0.5312,0.4688,0,206
2334,1.316,train,0.2813,2335,90.042,88.1559,120.0197,6.0905,6.0882,14.9241,40,0.25,0.4375,0.3125,227
2335,3.5385,train,0.037,2336,89.9992,103.9258,90.0002,12.0711,2.9779,5.7236,20,0.75,0.25,0,12
2336,1.4438,train,0.2719,2337,89.998,89.9981,120.0008,6.041,6.0411,14.8633,40,0.3125,0.375,0.3125,227
2337,2.1917,train,0.0049,2338,90,103.7028,90.0001,12.3959,3.0668,5.8516,20,0.125,0.875,0,12
2338,1.0588,train,0.3776,2339,91.237,91.4361,30.6131,9.9165,5.7611,14.2456,40,0.375,0.3125,0.3125,227
2339,2.2127,train,0.1713,2340,89.9995,104.7334,90.0002,24.2221,6.1751,6.0761,80,0.5938,0.0938,0.3125,12
2340,0.4744,train,0.3266,2341,90.0207,89.9782,120.0033,5.9222,5.9226,14.4722,40,0.125,0.875,0,227
2341,2.2154,train,0.1121,2342,90.0056,90.0048,89.9935,9.4198,9.4198,9.4193,80,0.0938,0.8438,0.0625,206
2342,2.276,train,0.0877,2343,89.9997,104.4178,90.0001,24.4417,6.1759,6.0181,80,0.4062,0.375,0.2188,12
2343,2.1556,train,0.1991,2344,89.9967,90.0036,120.0008,5.1706,5.1702,13.8746,30,0.25,0.4167,0.3333,167
2344,3.8465,train,0.0592,2345,89.9909,90.0103,120.0011,4.9153,4.915,13.3346,30,0.5833,0.4167,0,167
2345,3.8362,train,0.0892,2346,90.0045,90.0023,90.0014,9.8993,8.5027,9.1325,80,0.8125,0.1562,0.0312,33
2346,1.8064,train,0.1601,2347,89.9997,104.6791,90.0001,24.3844,6.2195,6.1079,80,0.4375,0.25,0.3125,12
2347,0.8985,train,0.2989,2348,90.0177,90.0102,119.9916,6.6585,6.658,24.4931,80,0.4375,0,0.5625,194
2348,1.1986,train,0.1408,2349,90.0029,90.0025,89.9962,9.8747,9.8747,9.8746,80,0,0.4688,0.5312,206
2349,1.7633,train,0.2638,2350,90.018,89.9996,120.0007,6.2359,6.2358,23.7393,80,0.5312,0.4375,0.0312,194
2350,3.1925,train,0.2394,2351,90.0017,90.0027,89.9993,9.2703,9.2696,9.27,80,0.7812,0,0.2188,206
2351,2.2528,train,0.2932,2352,89.9942,90.0063,120.0011,5.1294,5.129,13.7915,30,0.4167,0.25,0.3333,167
2352,4.373,train,0.0672,2353,90.0056,90.0023,90.0012,9.8408,8.4529,9.0847,80,0.9375,0.0312,0.0312,33
2353,3.7826,train,0.1078,2354,90.0058,90.0023,90.0011,4.9377,8.4791,9.1113,40,0.9375,0,0.0625,33
2354,3.8735,train,0.101,2355,90.0037,90.0042,89.9972,9.1156,9.1151,9.1151,80,0.6875,0.3125,0,206
2355,4.1568,train,0.0867,2356,89.9868,90.0141,120.0017,4.8966,4.8964,13.3033,30,0.8333,0.0833,0.0833,167
2356,3.8321,train,0.2215,2357,90.0081,90.0008,120.0062,6.0917,6.0913,23.3941,80,0.9375,0.0625,0,194
2357,3.0964,train,0.1854,2358,90.0046,90.0018,90.001,10.1018,8.6588,9.2888,80,0.75,0.0625,0.1875,33
2358,4.8223,train,0.0802,2359,90.0026,90.0037,89.999,9.0109,9.0101,9.0104,80,0.9375,0.0625,0,206
2359,2.2444,train,0.14,2360,96.9425,98.1463,31.3835,9.7033,5.6831,14.3978,40,0.4375,0.5625,0,227
2360,3.4592,train,0.0686,2361,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
2361,2.4528,train,0.2614,2362,90.0165,89.9999,119.9993,6.2619,6.2619,23.8166,80,0.375,0.625,0,194
2362,0.8591,train,0.261,2363,90.0051,89.9979,119.9886,6.7454,6.745,24.7117,80,0.0938,0.375,0.5312,194
2363,2.9979,train,0.1571,2364,92.8796,92.5517,30.141,9.908,5.7064,14.0184,40,0.6875,0.3125,0,227
2364,2.3769,train,0.0836,2365,90.7074,90.8216,30.2868,9.9492,5.7608,14.1892,40,0.5,0.5,0,227
2365,1.0659,train,0.0896,2366,90.0018,90.0016,89.9975,10.041,10.041,10.041,80,0,0.2812,0.7188,206
2366,4.1911,train,0.0532,2367,89.9894,90.0117,120.0012,4.8947,4.8944,13.293,30,0.6667,0.3333,0,167
2367,1.5384,train,0.2219,2368,89.9999,104.8685,90.0001,24.5221,6.3164,6.236,80,0.2812,0.3125,0.4062,12
2368,2.0639,train,0.2243,2369,90.0025,90.0028,89.9974,9.5513,9.551,9.5511,80,0.375,0.2812,0.3438,206
2369,0.7305,train,0.2683,2370,84.3355,83.4255,30.9387,10.7756,6.2196,14.8766,40,0.0625,0.3125,0.625,227
2370,1.8253,train,0.4627,2371,90.0127,90.0129,119.9989,6.3412,6.3408,23.8796,80,0.7188,0.0312,0.25,194
2371,4.1785,train,0.2159,2372,90.0042,90.0021,120.0069,3.037,3.0368,11.6736,10,1,0,0,194
2372,3.1686,train,0.2002,2373,90.005,90.002,90.001,10.0379,8.6076,9.2385,80,0.8125,0.0312,0.1562,33
2373,1.9323,train,0.3018,2374,89.4946,89.4201,30.2453,10.0448,5.8136,14.0986,40,0.625,0.25,0.125,227
2374,3.0951,train,0.2214,2375,90.0183,89.998,120.0028,6.1745,6.1743,23.6052,80,0.6562,0.3438,0,194
2375,1.3326,train,0.1315,2376,90.0034,90.003,89.9955,9.7916,9.7916,9.7914,80,0,0.5625,0.4375,206
2376,1.5396,train,0.2484,2377,90.0017,89.9999,90.0005,10.6037,9.0567,9.6825,80,0.3438,0.1875,0.4688,33
2377,4.2124,train,0.042,2378,89.9894,90.0117,120.0012,4.8947,4.8944,13.293,30,0.6667,0.3333,0,167
2378,1.0496,train,0.16,2379,90.0008,90.0011,89.9991,9.977,9.9768,9.9771,80,0.2188,0.0312,0.75,206
2379,1.0159,train,0.3876,2380,97.137,98.4229,31.9917,10.1024,5.956,14.8018,40,0.25,0.3125,0.4375,227
2380,2.2916,train,0.205,2381,90.003,90.0032,89.9969,9.4551,9.4548,9.4548,80,0.4062,0.3438,0.25,206
2381,0.5266,train,0.3707,2382,87.3948,86.9942,30.2741,10.3597,5.9974,14.6133,40,0.4375,0.1875,0.375,227
2382,0.9567,train,0.0886,2383,90.0009,90.0009,89.9987,10.1256,10.1256,10.1258,80,0.0625,0.0938,0.8438,206
2383,2.6513,train,0.1955,2384,90.0032,90.0035,89.9969,9.3735,9.3731,9.3732,80,0.4688,0.3438,0.1875,206
2384,3.3244,train,0.0683,2385,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
2385,3.1538,train,0.3711,2386,92.5348,92.4583,30.2176,9.9161,5.7294,14.0143,40,0.875,0,0.125,227
2386,3.6836,train,0.134,2387,90.0055,90.0021,90.001,4.987,8.5565,9.1881,40,0.875,0,0.125,33
2387,1.3219,train,0.1367,2388,89.9981,89.9993,90.0002,5.3649,9.1675,9.7872,40,0,0.5625,0.4375,33
2388,3.0323,train,0.0674,2389,89.9966,90.0048,120.0003,4.9979,4.9974,13.5009,30,0.25,0.75,0,167
2389,2.3029,train,0.3306,2390,90.0273,89.9798,120.0027,5.8122,5.8122,14.2241,40,0.8125,0.0625,0.125,227
2390,1.7153,train,0.1858,2391,90.0013,90,90.0005,5.2918,9.043,9.6679,40,0.3125,0.25,0.4375,33
2391,0.7521,train,0.3002,2392,91.1292,91.3132,30.3709,10.5393,6.108,15.054,40,0,0.625,0.375,227
2392,1.6728,train,0.202,2393,89.9999,104.7989,90.0001,24.4979,6.2901,6.1976,80,0.3125,0.3125,0.375,12
2393,3.0281,train,0.127,2394,90.0189,89.9981,120.0017,6.2031,6.203,23.6756,80,0.5625,0.4375,0,194
2394,2.7709,train,0.2576,2395,90.0189,89.9983,120.0013,6.2128,6.2127,23.6991,80,0.5312,0.4688,0,194
2395,3.7349,train,0.0381,2396,90.0038,90.0023,90.0015,4.9469,8.5014,9.1298,40,0.75,0.25,0,33
2396,3.4915,train,0.067,2397,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
2397,3.275,train,0.0906,2398,90.0047,90.0046,89.9954,9.2204,9.22,9.2199,80,0.4375,0.5625,0,206
2398,1.3915,train,0.2566,2399,90.0015,89.9996,90.0004,10.6529,9.0954,9.721,80,0.3125,0.1875,0.5,33
2399,4.2107,train,0.1135,2400,90.0027,90.0037,89.9987,9.0648,9.0641,9.0643,80,0.875,0.0938,0.0312,206
2400,NaN,test,NaN,1,89.9997,90.0003,90.0006,10.5381,9.0141,9.6361,80,0.1875,0.4688,0.3438,33
2401,NaN,test,NaN,2,90.0038,90.0023,90.0015,9.8938,8.5014,9.1298,80,0.75,0.25,0,33
2402,NaN,test,NaN,3,89.99,90.0109,120.0014,4.9811,4.9808,13.4799,30,0.6667,0.1667,0.1667,167
2403,NaN,test,NaN,4,89.9995,103.8581,90.0002,24.337,6.0091,5.762,80,0.5625,0.4375,0,12
2404,NaN,test,NaN,5,90,104.5929,90.0001,24.6443,6.2906,6.1589,80,0.1875,0.5,0.3125,12
2405,NaN,test,NaN,6,90.0061,90.0024,90.0013,4.8885,8.4018,9.0344,40,1,0,0,33
2406,NaN,test,NaN,7,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
2407,NaN,test,NaN,8,89.9988,90.0014,90.0013,10.2955,8.8306,9.4505,80,0.1875,0.6875,0.125,33
2408,NaN,test,NaN,9,89.9995,90.0021,90.0019,10.0984,8.6759,9.2968,80,0.3125,0.6875,0,33
2409,NaN,test,NaN,10,90.0016,90.0026,89.9993,9.3111,9.3105,9.3108,80,0.75,0,0.25,206
2410,NaN,test,NaN,11,89.9979,90.0023,120.0006,5.1913,5.1908,13.9162,30,0.1667,0.5,0.3333,167
2411,NaN,test,NaN,12,89.9967,90.0044,120.0004,5.041,5.0406,13.5943,30,0.25,0.6667,0.0833,167
2412,NaN,test,NaN,13,90.0104,90.0033,119.9913,6.6253,6.625,24.4733,80,0.25,0.3125,0.4375,194
2413,NaN,test,NaN,14,90.7296,90.8478,30.2926,9.9758,5.7765,14.2297,40,0.4375,0.5625,0,227
2414,NaN,test,NaN,15,90.0009,90.0008,89.9987,10.1664,10.1664,10.1666,80,0.0312,0.0938,0.875,206
2415,NaN,test,NaN,16,90.0072,90.0037,120.0055,6.1149,6.1145,23.4343,80,0.9375,0.0312,0.0312,194
2416,NaN,test,NaN,17,90.0028,90.0029,89.9967,9.6314,9.6312,9.6312,80,0.25,0.375,0.375,206
2417,NaN,test,NaN,18,90.0029,90.0032,89.9971,9.442,9.4417,9.4417,80,0.4375,0.3125,0.25,206
2418,NaN,test,NaN,19,90.0158,90.0126,119.9941,6.537,6.5365,24.2617,80,0.5312,0.0312,0.4375,194
2419,NaN,test,NaN,20,90,105.0163,90.0001,24.5381,6.3603,6.3066,80,0.25,0.2812,0.4688,12
2420,NaN,test,NaN,21,89.9969,90.0011,90.0013,5.1916,8.9053,9.5221,40,0,0.875,0.125,33
2421,NaN,test,NaN,22,90.0028,90.0019,90.0012,10.1055,8.6686,9.2955,80,0.5938,0.2812,0.125,33
2422,NaN,test,NaN,23,89.9998,104.8096,90.0001,24.4654,6.2812,6.1912,80,0.3438,0.2812,0.375,12
2423,NaN,test,NaN,24,90.0044,90.0019,90.001,10.0671,8.6325,9.2623,80,0.75,0.0938,0.1562,33
2424,NaN,test,NaN,25,89.9997,103.78,90.0002,24.5644,6.0713,5.8068,80,0.3438,0.6562,0,12
2425,NaN,test,NaN,26,90.0003,105.6108,90,24.7238,6.5888,6.6469,80,0,0.25,0.75,12
2426,NaN,test,NaN,27,90.0014,89.9992,90.0004,10.7369,9.1603,9.7859,80,0.2812,0.1562,0.5625,33
2427,NaN,test,NaN,28,89.9966,90.0034,120.0009,5.2138,5.2134,13.9681,30,0.25,0.3333,0.4167,167
2428,NaN,test,NaN,29,90.0025,90.0022,89.9966,9.9301,9.9301,9.9301,80,0,0.4062,0.5938,206
2429,NaN,test,NaN,30,89.9952,90.0046,120.0012,5.2364,5.236,14.0199,30,0.3333,0.1667,0.5,167
2430,NaN,test,NaN,31,90.0011,89.9977,90.0003,5.4944,9.355,9.9808,40,0.1875,0.0625,0.75,33
2431,NaN,test,NaN,32,89.9998,104.5748,90.0001,24.4576,6.2198,6.0886,80,0.375,0.3438,0.2812,12
2432,NaN,test,NaN,33,89.9948,90.0039,119.9908,6.5694,6.5693,24.4204,80,0,0.75,0.25,194
2433,NaN,test,NaN,34,89.9998,104.8311,90.0001,24.4004,6.2634,6.1785,80,0.4062,0.2188,0.375,12
2434,NaN,test,NaN,35,90.0006,90.0006,89.9992,10.2218,10.2218,10.2221,80,0.0312,0.0312,0.9375,206
2435,NaN,test,NaN,36,90.0004,89.996,90.0004,11.2551,9.5622,10.1876,80,0.0625,0,0.9375,33
2436,NaN,test,NaN,37,89.9886,90.0123,120.0016,4.9604,4.9602,13.4383,30,0.75,0.0833,0.1667,167
2437,NaN,test,NaN,38,90.0002,89.9996,120.0004,10.5515,5.2752,14.0928,60,0,0.5833,0.4167,167
2438,NaN,test,NaN,39,90.0029,90.0007,90.0006,10.4266,8.9158,9.5433,80,0.5,0.125,0.375,33
2439,NaN,test,NaN,40,90.0043,90.0045,89.9961,9.1811,9.1807,9.1806,80,0.5312,0.4688,0,206
2440,NaN,test,NaN,41,89.9909,90.0103,120.0011,4.9153,4.915,13.3346,30,0.5833,0.4167,0,167
2441,NaN,test,NaN,42,90.0043,90.002,90.0011,10.0325,8.6063,9.2358,80,0.75,0.125,0.125,33
2442,NaN,test,NaN,43,89.9909,90.0103,120.0011,4.9153,4.915,13.3346,30,0.5833,0.4167,0,167
2443,NaN,test,NaN,44,90.0007,90.0012,89.9993,9.8823,9.8821,9.8824,80,0.3125,0,0.6875,206
2444,NaN,test,NaN,45,90.0057,90.0009,119.9982,6.1356,6.1343,14.6716,40,0.0625,0.625,0.3125,227
2445,NaN,test,NaN,46,89.9991,103.9713,90.0002,12.0062,2.9601,5.6981,20,0.875,0.125,0,12
2446,NaN,test,NaN,47,89.9997,104.8526,90.0001,24.3355,6.2456,6.1658,80,0.4688,0.1562,0.375,12
2447,NaN,test,NaN,48,89.9939,90.0057,120.0015,5.259,5.2586,14.0718,30,0.4167,0,0.5833,167
2448,NaN,test,NaN,49,90.0129,89.9994,120.0051,6.1188,6.1184,23.4644,80,0.8438,0.1562,0,194
2449,NaN,test,NaN,50,90.0027,90.0023,89.9964,9.9024,9.9024,9.9023,80,0,0.4375,0.5625,206
2450,NaN,test,NaN,51,89.9997,104.5021,90.0001,24.4334,6.1934,6.0501,80,0.4062,0.3438,0.25,12
2451,NaN,test,NaN,52,89.9974,90.0004,90.0008,10.5218,9.0102,9.6281,80,0,0.75,0.25,33
2452,NaN,test,NaN,53,90.0009,90.0015,89.9993,9.7599,9.7596,9.7599,80,0.4062,0,0.5938,206
2453,NaN,test,NaN,54,90.0173,89.9998,120.0022,6.1977,6.1974,23.6454,80,0.6562,0.3125,0.0312,194
2454,NaN,test,NaN,55,93.2382,92.8126,30.1332,9.9425,5.7215,14.0782,40,0.625,0.375,0,227
2455,NaN,test,NaN,56,100.383,98.8565,30.3211,10.9686,6.2964,15.7593,40,0,0.25,0.75,227
2456,NaN,test,NaN,57,90.003,90.0032,89.9969,9.4551,9.4548,9.4548,80,0.4062,0.3438,0.25,206
2457,NaN,test,NaN,58,90.0169,90.0013,120.0012,6.2303,6.2301,23.709,80,0.625,0.3125,0.0625,194
2458,NaN,test,NaN,59,89.9998,89.9974,90.0001,5.5236,9.4049,10.0285,40,0.0625,0.1875,0.75,33
2459,NaN,test,NaN,60,92.8796,92.5517,30.141,9.908,5.7064,14.0184,40,0.6875,0.3125,0,227
2460,NaN,test,NaN,61,100.9507,99.4023,30.3565,11.0828,6.3673,15.9398,40,0,0.125,0.875,227
2461,NaN,test,NaN,62,89.9998,104.8899,90.0001,24.4571,6.2987,6.2233,80,0.3438,0.25,0.4062,12
2462,NaN,test,NaN,63,90.015,90.0067,119.9974,6.3748,6.3745,23.9803,80,0.5312,0.25,0.2188,194
2463,NaN,test,NaN,64,90.0153,89.9987,120.0044,6.1371,6.1368,23.5114,80,0.7812,0.2188,0,194
2464,NaN,test,NaN,65,90.0152,90.0071,119.9918,6.6318,6.6314,24.4597,80,0.375,0.125,0.5,194
2465,NaN,test,NaN,66,89.9979,90.0034,120.0001,5.0185,5.018,13.5425,30,0.1667,0.8333,0,167
2466,NaN,test,NaN,67,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
2467,NaN,test,NaN,68,90.0028,90.0031,89.9971,9.4828,9.4825,9.4825,80,0.4062,0.3125,0.2812,206
2468,NaN,test,NaN,69,90.0142,89.999,120.0047,6.1279,6.1276,23.4879,80,0.8125,0.1875,0,194
2469,NaN,test,NaN,70,90.0131,90.0039,119.9961,6.4006,6.4004,24.0576,80,0.375,0.4375,0.1875,194
2470,NaN,test,NaN,71,89.9989,90.002,90.0019,10.1276,8.7008,9.3206,80,0.25,0.75,0,33
2471,NaN,test,NaN,72,90.0048,90.0047,89.9952,9.2335,9.2331,9.2329,80,0.4062,0.5938,0,206
2472,NaN,test,NaN,73,89.9976,90.0019,90.002,5.093,8.7506,9.3683,40,0.125,0.875,0,33
2473,NaN,test,NaN,74,90.0006,90.0002,120,10.2491,5.124,13.7658,60,0,0.875,0.125,167
2474,NaN,test,NaN,75,90.0024,89.9999,90.0005,10.6091,9.058,9.6852,80,0.4062,0.0938,0.5,33
2475,NaN,test,NaN,76,90.0124,90.0037,120.0034,6.1743,6.174,23.5682,80,0.8125,0.125,0.0625,194
2476,NaN,test,NaN,77,90.9873,91.1468,30.3373,10.3436,5.9924,14.761,40,0.3125,0.375,0.3125,227
2477,NaN,test,NaN,78,90.0041,90.0009,90.0007,5.1841,8.8659,9.4956,40,0.625,0,0.375,33
2478,NaN,test,NaN,79,90.0019,90.0015,90.001,10.2333,8.7709,9.3962,80,0.4688,0.3438,0.1875,33
2479,NaN,test,NaN,80,90.0014,89.9985,90.0003,10.8555,9.2514,9.8774,80,0.25,0.0938,0.6562,33
2480,NaN,test,NaN,81,90.0043,90.0045,89.9961,9.1811,9.1807,9.1806,80,0.5312,0.4688,0,206
2481,NaN,test,NaN,82,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
2482,NaN,test,NaN,83,90.0008,89.9976,90.0003,11.0033,9.3675,9.9927,80,0.1562,0.0938,0.75,33
2483,NaN,test,NaN,84,90.0015,90.0013,89.9979,10.0964,10.0964,10.0965,80,0,0.2188,0.7812,206
2484,NaN,test,NaN,85,90.0043,90.0045,89.9961,9.1811,9.1807,9.1806,80,0.5312,0.4688,0,206
2485,NaN,test,NaN,86,90.0046,90.0018,90.001,10.1018,8.6588,9.2888,80,0.75,0.0625,0.1875,33
2486,NaN,test,NaN,87,90.002,90.0023,90.0017,4.9907,8.5762,9.2014,40,0.5625,0.4375,0,33
2487,NaN,test,NaN,88,89.9995,90.0021,90.0019,5.0492,8.6759,9.2968,40,0.3125,0.6875,0,33
2488,NaN,test,NaN,89,89.9868,90.0141,120.0017,4.8966,4.8964,13.3033,30,0.8333,0.0833,0.0833,167
2489,NaN,test,NaN,90,90.0144,90.0071,119.9957,6.4405,6.4402,24.1077,80,0.4688,0.25,0.2812,194
2490,NaN,test,NaN,91,90.003,90.0039,89.9983,9.0502,9.0495,9.0497,80,0.8438,0.1562,0,206
2491,NaN,test,NaN,92,90.0097,89.9916,119.9865,6.894,6.8935,24.9767,80,0.0625,0.2188,0.7188,194
2492,NaN,test,NaN,93,90.0026,90.003,89.9976,9.4566,9.4563,9.4564,80,0.4688,0.25,0.2812,206
2493,NaN,test,NaN,94,90.0001,103.6809,90.0001,24.8567,6.1513,5.8645,80,0.0625,0.9375,0,12
2494,NaN,test,NaN,95,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
2495,NaN,test,NaN,96,90.011,90.0041,119.992,6.5922,6.5919,24.4096,80,0.2812,0.3125,0.4062,194
2496,NaN,test,NaN,97,90.0034,90.001,90.0007,10.3628,8.8646,9.493,80,0.5625,0.0938,0.3438,33
2497,NaN,test,NaN,98,90.0002,104.6112,90.0001,24.831,6.3614,6.2292,80,0,0.6562,0.3438,12
2498,NaN,test,NaN,99,89.9966,90.0015,90.0017,5.1569,8.8529,9.4691,40,0,0.9375,0.0625,33
2499,NaN,test,NaN,100,90,105.6922,90.0001,12.2319,3.2589,6.5962,20,0.25,0,0.75,12
2500,NaN,test,NaN,101,89.9985,90.0004,90.0007,10.5126,8.9991,9.6189,80,0.0938,0.625,0.2812,33
2501,NaN,test,NaN,102,89.9991,103.9713,90.0002,12.0062,2.9601,5.6981,20,0.875,0.125,0,12
2502,NaN,test,NaN,103,90.0027,90.001,90.0007,10.3573,8.8633,9.4903,80,0.5,0.1875,0.3125,33
2503,NaN,test,NaN,104,89.9937,90.0055,119.9963,5.9312,5.9309,14.5156,40,0.4375,0.375,0.1875,227
2504,NaN,test,NaN,105,89.9963,90.0019,120.0009,5.8878,5.8879,14.5124,40,0.3125,0.625,0.0625,227
2505,NaN,test,NaN,106,89.9868,90.0141,120.0017,4.8966,4.8964,13.3033,30,0.8333,0.0833,0.0833,167
2506,NaN,test,NaN,107,89.9883,90.0127,120.0015,4.9172,4.917,13.3449,30,0.75,0.1667,0.0833,167
2507,NaN,test,NaN,108,90.0025,90.003,89.9978,9.4027,9.4023,9.4025,80,0.5312,0.2188,0.25,206
2508,NaN,test,NaN,109,90.0033,90.0034,89.9965,9.4813,9.481,9.481,80,0.3438,0.4062,0.25,206
2509,NaN,test,NaN,110,89.9996,89.9963,90.0001,11.215,9.5347,10.1584,80,0,0.125,0.875,33
2510,NaN,test,NaN,111,91.0284,91.1952,30.3483,10.3967,6.0239,14.8421,40,0.1875,0.5,0.3125,227
2511,NaN,test,NaN,112,89.9966,90.0048,120.0003,4.9979,4.9974,13.5009,30,0.25,0.75,0,167
2512,NaN,test,NaN,113,90.0027,90.0013,90.0009,10.2734,8.7984,9.4254,80,0.5312,0.2188,0.25,33
2513,NaN,test,NaN,114,90.0118,90.0139,119.9992,3.166,3.1658,11.9281,10,0.75,0,0.25,194
2514,NaN,test,NaN,115,90.0113,90.0114,120.0006,6.2763,6.2759,23.7523,80,0.7812,0.0312,0.1875,194
2515,NaN,test,NaN,116,90.0042,90.0015,90.0009,10.2003,8.7361,9.3657,80,0.6875,0.0625,0.25,33
2516,NaN,test,NaN,117,94.3021,93.6639,30.1434,10.0676,5.7862,14.2862,40,0.5,0.4375,0.0625,227
